,819234
11226,190076
10467,160712
11207,141308
10458,140843
11221,129314
10453,129278
10468,126301
10457,122342
10452,119615
11208,119558
11233,115374
11213,114193
10031,111435
11385,111417
10456,110528
11225,108817
10032,108000
11203,107506
11216,105944
11212,104468
11230,102355
11235,94676
10472,93953
11211,93053
10040,91573
11238,89882
11234,89571
10462,89313
11220,89005
10463,86739
10460,85672
10466,85419
11218,81795
11214,81763
11210,80985
10314,79897
10025,79525
11237,79375
11215,78957
10033,78906
11236,78717
11229,78436
11377,78188
11368,77993
11206,76737
10027,76405
11209,76050
10002,75306
10034,75199
11219,72655
10003,72441
11223,70788
10019,70514
11204,69909
10469,69807
11373,69377
10459,68097
10029,67518
10461,65699
11375,64466
10306,64346
11201,63410
11432,63080
10011,62680
11691,62535
11355,60882
10009,60310
11434,60193
11101,59522
11419,59296
10312,58371
10451,57701
10016,57494
11372,55871
10036,54829
11435,54825
10301,54492
11217,54381
10013,53673
11222,52072
10023,51784
11420,51267
10024,51035
10304,50119
10014,49980
11354,49644
10455,48067
11433,46841
11378,46319
11205,46185
10026,46102
10022,44287
10305,44236
10001,43908
11418,43641
10035,43125
10030,43123
10012,43052
10473,42762
11413,42563
11103,42241
11421,42093
11412,40890
10128,40636
11367,40424
11231,40244
11374,40037
10465,39754
11358,39408
11106,39192
11357,38989
11105,38230
11232,38043
10028,37925
11379,37073
10454,37026
11369,36764
11417,35950
11423,35064
10021,34637
11228,34218
11102,32959
10309,31824
11365,31761
11224,31466
11414,31258
10010,31033
10310,29925
11361,29850
11422,29395
10065,28617
10303,28592
11416,28577
10017,28427
11364,28033
11104,27855
11356,27617
10308,27602
10039,27442
11694,27378
10302,25941
10474,25207
10470,24701
11429,24595
10018,24446
11415,23260
11370,22523
11249,21790
11436,21670
10037,21442
11427,21176
10038,21011
11411,20387
11366,19887
11428,19510
10075,19184
11692,18746
10471,18722
11426,17661
11362,16950
10007,15203
10475,14306
11693,13599
10307,12243
11004,12110
11360,11883
10464,10699
11363,10582
10005,9793
10004,9195
10006,5505
11239,4382
11430,3989
11001,3297
11040,2666
10280,2605
10044,1599
10069,1567
10020,1562
11697,1380
10282,1159
11109,1114
10000,721
10281,633
N/A,588
07114,475
11371,351
00083,319
10048,286
11005,272
00000,271
NA,179
10119,175
10803,132
10162,129
10129,118
10112,102
11695,102
11580,94
07030,91
11359,88
0,86
10103,84
07302,77
10153,74
11530,72
11590,71
11003,67
11735,67
07310,66
11581,63
10111,61
11747,57
11710,56
11553,54
11241,52
10041,51
11021,49
02061,49
92123,46
99999,44
11570,40
11598,40
11563,40
11776,39
11725,38
10801,38
11797,37
11520,37
07094,37
11550,36
07306,36
11749,36
11559,35
10704,34
11242,33
07201,30
10701,30
11803,30
07087,30
11561,28
55439,28
19044,28
07632,28
07086,28
11501,27
11788,27
10107,26
23502,26
10550,26
11542,26
10583,26
10523,26
11243,25
07024,25
10601,25
07047,25
11030,25
10705,25
11042,24
000000,23
0000,23
11111,22
11010,22
11510,22
61702,21
23541,21
UNKNOWN,21
14210,21
11552,21
07020,21
10591,21
07093,20
10710,20
11791,20
07054,20
11746,20
10573,20
07304,20
14221,19
10123,19
32256,19
11801,18
02459,18
11554,18
11566,18
55164,17
98036,17
89434,17
17111,17
11572,17
11793,17
11779,16
98057,16
11756,16
11743,16
07073,16
11050,15
11729,15
07102,15
10708,15
11797-9004,14
94551,14
11577,14
11753,14
11714,14
11558,14
07071,14
55344,13
77081,13
11704,13
14228,13
11757,13
07666,13
11096,13
10804,13
43231,13
19456,12
14225,12
77072,12
11020,12
11565,12
11516,12
19053,12
07307,11
92705,11
10532,11
07631,11
10603,11
11251,11
11576,11
11514,11
11763,10
07010,10
43236,10
10552,10
43614,10
10594,10
30360,10
11507,10
11518,10
61702-3517,9
10805,9
06901,9
06851,9
07652,9
07604,9
11772,9
43218,9
07601,9
11557,9
14450,9
32255,9
11741,8
95476,8
14206,8
11706,8
29616-0759,8
19850,8
90060-0578,8
11720,8
11802,8
11726,8
08003,8
48090,8
11758,8
11575,8
94566,8
07003,8
10122,7
75240,7
07660,7
10536,7
06902,7
11024,7
77043,7
NEWARK,7
44139,7
11703,7
19154,7
10104,7
12345,7
NJ 07114,7
10553,7
10502,6
50701,6
35209-3120,6
08873,6
29601,6
X,6
43232,6
11766,6
07726,6
32256-7412,6
55164-0437,6
63301,6
07670,6
60630,6
11716,6
19702,6
98335,6
10566,6
11023,6
74134,6
34604,6
07650,6
80237,6
08854,6
07305,6
07004,6
10116,6
12203,6
57117,6
10954,6
20188,5
32750,5
32255-1268,5
07002,5
11762,5
10522,5
12550,5
07663,5
07410,5
14304,5
07029,5
07026,5
77272,5
07090,5
32896,5
07203,5
61702-3427,5
11725-5710,5
07430,5
10977,5
08807,5
11784,5
10163,5
10703,5
75006,5
89193-8873,5
30339,5
43560,5
10606,5
43219,5
29616,5
07042,5
14120,5
10533,5
08901,5
60656-1490,5
94566-9054,5
11001-2024,5
94524,5
80111,5
07095,5
30062,5
77056,5
*,5
44146,5
08086,5
07039,5
60181,5
20705,5
11568,5
06830,5
75007,5
60089,5
07101,5
11549,5
07079,5
07901,5
11767,5
10577,5
07111,5
11579,5
07647,5
07450,5
33614,5
18519,5
07036,4
11590-5027,4
11731,4
92193,4
07017,4
12590,4
46219,4
11797-9001,4
11791-3416,4
07115,4
07070,4
07960,4
92626,4
30303,4
75024,4
55435,4
11797-9012,4
17106-7015,4
?,4
08879,4
75007-1958,4
08083,4
07083,4
18773,4
14231,4
14226,4
50613,4
28272,4
14202,4
17106,4
07052,4
01810,4
0000 0000,4
77074,4
07206,4
07105,4
10530,4
07981,4
12255,4
14614,4
11791-9036,4
07801,4
10589,4
10543,4
10538,4
000,4
08830,4
07608,4
32896-0061,4
14203,4
11735-9100,4
20850-5775,4
75244,4
10594-0209,4
17108,4
10604,4
08540,4
11771,4
63042,4
07144,4
14009,4
11596,4
ANONYMOUS,4
37214,4
11701,4
14206-2317,4
44125,4
17108-0988,4
33486,4
0000000,3
11545,3
73155-0779,3
56303,3
1000,3
06831,3
XXXXX,3
19013,3
11725-9030,3
43607,3
10549,3
43216,3
78265-9728,3
19801-5148,3
30071,3
30348-5658,3
77272-2929,3
10577-0900,3
32752,3
92025,3
35209-3114,3
02150,3
11717,3
77077,3
48195,3
08527,3
33771-5351,3
11730,3
60191,3
11768,3
07109,3
11735-9030,3
14209,3
07605,3
08816,3
84604,3
34230-4155,3
35476,3
10706,3
19047,3
60201,3
07014,3
60555,3
11804-9005,3
07207,3
60656,3
10940,3
55101,3
11702,3
10512,3
48093,3
38184,3
11735-0230,3
11738,3
92618,3
07657,3
10163-4668,3
80231,3
07710,3
11802-9060,3
12551,3
03079,3
07395,3
12590-8900,3
85038,3
00000000,3
55127,3
60197,3
55120,3
11719,3
30144,3
43215-5166,3
NY,3
10595,3
06870,3
11755,3
07646,3
07701,3
14692-2878,3
10602,3
11787,3
77036,3
11742,3
35209,3
89119,3
07060,3
07016,3
11011,3
10952,3
48090-2036,3
33063,3
08876,3
06840,3
07032,3
75081,3
06511,3
92046-3023,3
91716,3
73155,3
10506,3
29731,3
44139-3442,3
75403,3
11804,3
13221,3
17104,3
89193,3
90024,3
14068,3
11096-0612,2
85282,2
78265-9707,2
06088,2
07940,2
06905,2
07645,2
07438,2
30328,2
01840,2
33009,2
07077,2
08086-0129,2
07920,2
08904,2
85044,2
48195-0391,2
33716,2
07006,2
08723,2
10925,2
999999,2
18773-9500,2
NEWARK AIR,2
30096,2
50704,2
11733,2
91309,2
07103,2
19850-5521,2
85254,2
14051,2
85711,2
19610,2
34604-0122,2
10562,2
02205,2
61701,2
30329,2
63179,2
11400,2
60714,2
60197-6103,2
60076,2
43235,2
31146,2
60148,2
60179,2
63141-3187,2
30010-3748,2
30005,2
57117-5529,2
23450,2
07208,2
60068,2
94509-1380,2
32752-2290,2
07643,2
21230,2
02298-1002,2
14052,2
10598,2
66207,2
07481,2
55438-5908,2
10576,2
02061-0601,2
23059,2
55426,2
10956,2
1003,2
1174,2
28590,2
01830,2
33755,2
11754,2
94566-9057,2
50309,2
18519-1641,2
07055,2
77274-2209,2
10580,2
07072,2
11583,2
43054,2
14132,2
07974,2
89703,2
08857,2
75090,2
06128,2
NOT SURE,2
11722,2
07675,2
07624,2
77057,2
07417,2
006610,2
14240-0846,2
32779,2
30348-5028,2
07008,2
11569,2
07735,2
07069,2
89014,2
79998-1127,2
63301-4047,2
07661,2
61654,2
60018-4501,2
06903,2
55438,2
45040,2
83854,2
55164-0887,2
60523,2
33631,2
19801,2
48090-2123,2
10707,2
10510,2
30067,2
19132,2
30350,2
18324,2
10101,2
15219,2
14618,2
12553,2
10528,2
08820,2
10962,2
03104,2
14240,2
07012,2
08535,2
90060,2
02109,2
.,2
60164,2
33634,2
13088-5342,2
53704,2
91325,2
44720,2
78704,2
77084,2
75013,2
29615,2
28807,2
10523-0935,2
33331,2
11795,2
33770,2
12222,2
11386,2
1130,2
98006,2
32401,2
07932,2
07446,2
11509,2
11012,2
75403-5202,2
77218,2
32789,2
75024-2959,2
33607,2
01810-1008,2
06604,2
48393-1022,2
43218-2273,2
92562,2
67504,2
17032,2
95762,2
01234,2
11756-0215,2
08650,2
07041,2
07104,2
11735-9000,2
33102,2
07702,2
14217,2
08859,2
UNK,2
32896-5033,2
07311,2
33441,2
75201-4234,2
77063,2
12202,2
32878-5057,2
07054-5020,2
10008,2
111111,2
07470,2
07033,2
27407,2
33405,2
10541,2
02140,2
07731,2
18002,2
30009,2
11735-3931,2
32241,2
07928,2
95037,2
08520,2
07712,2
92780,2
07303,2
07202,2
48195-0954,2
85040-8808,2
07000,2
08080,2
01748-9100,2
66211,2
14231-9016,2
60630-2534,2
10514,2
12212,2
11780,2
59901-3413,2
08691,2
19886,2
85062,2
01831,2
38016,2
33431,2
54305-1654,2
10570,2
32225,2
30362,2
29603,2
23113,2
10504,2
06371,2
00,2
11724,2
11778,2
11772-3518,2
33309,2
11727,2
10964,2
91367,2
43218-2119,2
33126,2
11782,2
11777,2
10980,2
10960,2
DON'T KNOW,2
55614,2
85013,2
92506,2
91754,2
92704,2
60614,2
78503,2
JFK,2
92923,1
91504,1
85040,1
84130281,1
78682,1
78217,1
77263,1
76051,1
75243,1
55426-1096,1
55164-0737,1
53713-3954,1
352093120,1
33025,1
32239-1518,1
30354,1
30353-1704,1
19803,1
1711-1036,1
11787-2921,1
11472,1
1105,1
10921,1
10916,1
10709,1
10507,1
10154,1
10008-3772,1
08638,1
07936,1
07734,1
07729,1
0711,1
07068,1
03079-1048,1
NJ,1
98005,1
92612,1
92507-0778,1
89117,1
85285,1
81502,1
78265-9705,1
78265,1
7823,1
75085-2039,1
7056,1
68103-2858,1
63006-0701,1
55903,1
55164-0886,1
51564-0437,1
51101,1
48015,1
46147,1
44122-5340,1
33073,1
31411,1
30144-7518,1
24033,1
15251,1
14304-1745,1
12524,1
11721,1
10610,1
10605,1
10096,1
10050,1
08837,1
07933,1
07524,1
0703,1
01111,1
01010,1
NYC,1
98102,1
92649,1
92038,1
91365-9637,1
89014-2120,1
85326,1
82604,1
75019,1
60693,1
46350,1
35210-6145,1
34230,1
32896-0090,1
28272-1104,1
22408,1
21045,1
17105,1
15237,1
14692,1
14221-7820,1
12207,1
11808,1
11756-1338,1
11590-5114,1
11556,1
11253,1
11202,1
11101-6122,1
11000,1
10546,1
10450,1
07722,1
03016,1
UNSURE,1
NONE,1
97076-0477,1
95476-9005,1
92551,1
92036,1
78708,1
76161-1245,1
75225-5845,1
644662,1
63146-7260,1
55433,1
55127-2557,1
55125,1
43359,1
40844,1
38111,1
3672,1
34986,1
33415,1
33062,1
32809,1
307114,1
27713,1
27663,1
22304-0156,1
21297-1313,1
19022,1
14892,1
12917,1
11756-1336,1
11705,1
08831,1
08776,1
07463,1
07458,1
07407,1
07362,1
07205,1
06857,1
03070,1
0031,1
PE60ND,1
91331,1
85008,1
80221,1
80014,1
78246,1
77034,1
75370-2257,1
72765-0829,1
60678,1
60173,1
55164-4043,1
53713,1
50219,1
38655-0948,1
37043,1
33155,1
32857,1
30030-2534,1
23060,1
20737,1
193330,1
1901,1
14020,1
12303,1
12046,1
11597,1
11570-4705,1
11137,1
10950,1
10435,1
08869,1
08823,1
07097,1
06854,1
98046-1547,1
9262,1
92132,1
91324,1
85283-4583,1
77218-9785,1
76161-0230,1
76017,1
753570909,1
75265,1
75007-1912,1
60009,1
55439-0846,1
55423,1
53151,1
50323,1
40269,1
35223,1
34202-4175,1
33304,1
30068,1
23608,1
23462,1
21297-1051,1
20791,1
198580,1
19007,1
14220,1
13850-3770,1
13614,1
12549,1
12398,1
11948,1
11751,1
11140,1
10994,1
10989,1
10010-3672,1
099999,1
08872,1
08827-4010,1
08054,1
03110,1
02453-3483,1
01853,1
0000-000,1
97527,1
97477,1
93389-1750,1
92821-6753,1
92629,1
92584,1
920469046,1
92018,1
900836,1
90049,1
85210,1
80231-5088,1
78217-1274,1
77842,1
76065,1
75403-5609,1
75261-9610,1
63092,1
60006,1
55175-0848,1
50265,1
43502,1
43218-3071,1
36685,1
33301,1
32896-5008,1
32896-0014,1
32801,1
32746,1
30152-3469,1
30144-7802,1
28705,1
27292,1
21030,1
18706,1
18504,1
13202,1
12601,1
12550-0831,1
11789,1
11739100,1
11390,1
11367-0874,1
11031,1
11,1
10604-1205,1
10526,1
103132,1
10067,1
08046,1
08000,1
0730,1
07193,1
98130,1
94954,1
94596,1
92879,1
90000,1
85001-0071,1
84602-0147,1
75001,1
70002,1
66063,1
633-0004,1
60197-4191,1
5709-0100,1
53566-8045,1
49503,1
48393,1
48195-0210,1
48034,1
37214-0065,1
36066,1
34202,1
33647,1
33445,1
33137,1
328965,1
327500,1
30622,1
19154-3210,1
19101-7829,1
18547,1
18042,1
14305,1
14009-0158,1
12589,1
1191-3416,1
11841,1
11747-3173,1
11584,1
11533,1
11528,1
10983,1
10602-5055,1
10367,1
10165,1
10101-2135,1
08906,1
08861,1
08401,1
08043,1
08006-0129,1
07644,1
07028,1
02494,1
02241-7460,1
02241-5789,1
01842,1
01176,1
NO IDEA,1
NEW YORK A,1
951619308,1
92881,1
92825,1
91716-0500,1
91356,1
90603,1
89128,1
85251-6547,1
76161-0206,1
76155,1
75266-0360,1
75251,1
70711,1
61702-3097,1
6076-1027,1
60611,1
60606,1
60522-9724,1
46,1
45102,1
43537,1
33442,1
33351-7902,1
33336,1
32896-5053,1
32230,1
31008,1
27263-1806,1
21065,1
19850-5889,1
17332,1
15257,1
12788,1
12540,1
11934,1
11783,1
11732,1
11553-1423,1
11419-0191,1
10924,1
10520,1
10313,1
08701,1
08360-4213,1
0714,1
07081,1
07076,1
06828,1
OOOOO,1
97005,1
94551-7661,1
92723,1
77231-0129,1
77072-1624,1
73124,1
60440-7249,1
60168-4009,1
59403-1013,1
55812,1
55113-2722,1
43218-3003,1
37067,1
33487,1
32896-5052,1
32073,1
30356,1
30348/5689,1
27713-2204,1
18644,1
15205,1
14710,1
14301,1
1420,1
12787,1
12428,1
1208,1
12024,1
11519,1
114225,1
11354-3254,1
11317,1
10923,1
1062,1
08902,1
08544,1
07302-3973,1
07075,1
06878,1
02061-4300,1
01581,1
00717,1
0000-0000,1
L4W 4Y5,1
95032,1
92507,1
80034,1
77210,1
77092-2016,1
76161-0247,1
75034,1
75015-2402,1
64502-0148,1
60601,1
60076-102,1
50037,1
35043,1
34947,1
33329-7858,1
296160759,1
27932,1
23327,1
20201,1
19713-4322,1
19090,1
18938,1
14701,1
13490,1
1305,1
12071,1
11980,1
11030-3411,1
1103,1
10970,1
10965,1
10561,1
10505,1
10152,1
10050-4295,1
1,1
08232,1
07677,1
07424,1
07172,1
07066,1
07015,1
06470,1
01888-4133,1
98206,1
98055,1
97302,1
94566-9049,1
92046,1
8368,1
7666,1
60598-0617,1
56806,1
56303-9817,1
45242,1
44333,1
34688,1
33481,1
33319,1
33223,1
33122,1
33067,1
32824,1
32819-5257,1
32259,1
31405,1
30345,1
30189,1
28272-9903,1
21288-0001,1
19850-5372,1
19335,1
18773-4200,1
14644,1
1404,1
11715,1
11513,1
10577-0800,1
1046,1
10402,1
10352,1
10150,1
08690,1
08069,1
078808,1
07730,1
07372,1
07059,1
031546,1
007310,1
NOT KNOWN,1
92807,1
91752,1
84020,1
77253,1
75093-4638,1
6462430478,1
63179-0317,1
62002,1
60076-1027,1
57709,1
53566-1364,1
49690,1
47117 5524,1
45241,1
43219-6011,1
38120,1
37615,1
33318,1
32207,1
30188,1
30092,1
29737,1
28201-1115,1
22314,1
21220-5380,1
18577,1
16915,1
14850,1
14845,1
13790,1
12214,1
11967,1
111694,1
