2011/08/24,5359
2011/08/25,5346
2011/08/26,2910
2011/08/27,1485
2011/08/28,5561
2011/08/29,8677
2011/08/30,7875
2011/08/31,5925
2011/09/01,5524
2011/09/02,4950
2011/09/03,2886
2011/09/04,2155
2011/09/05,2797
2011/09/06,5998
2011/09/07,5565
2011/09/08,6591
2011/09/09,5707
2011/09/10,2688
2011/09/11,2454
2011/09/12,5746
2011/09/13,5868
2011/09/14,5668
2011/09/15,5599
2011/09/16,5429
2011/09/17,3247
2011/09/18,2317
2011/09/19,4989
2011/09/20,5527
2011/09/21,5425
2011/09/22,5431
2011/09/23,5937
2011/09/24,2122
2011/09/25,2594
2011/09/26,5934
2011/09/27,5955
2011/09/28,5218
2011/09/29,5312
2011/09/30,4389
2011/10/01,2603
2011/10/02,2067
2011/10/03,5412
2011/10/04,5445
2011/10/05,5142
2011/10/06,5277
2011/10/07,4842
2011/10/08,2735
2011/10/09,2052
2011/10/10,3227
2011/10/11,5028
2011/10/12,4717
2011/10/13,4790
2011/10/14,5064
2011/10/15,2770
2011/10/16,2231
2011/10/17,5307
2011/10/18,5545
2011/10/19,5504
2011/10/20,4886
2011/10/21,5695
2011/10/22,3574
2011/10/23,2965
2011/10/24,6140
2011/10/25,6322
2011/10/26,6109
2011/10/27,6674
2011/10/28,7848
2011/10/29,6205
2011/10/30,5204
2011/10/31,7950
2011/11/01,7604
2011/11/02,6625
2011/11/03,5801
2011/11/04,5991
2011/11/05,3861
2011/11/06,3023
2011/11/07,5376
2011/11/08,4459
2011/11/09,4980
2011/11/10,4742
2011/11/11,4652
2011/11/12,3664
2011/11/13,2714
2011/11/14,5606
2011/11/15,5009
2011/11/16,5279
2011/11/17,6024
2011/11/18,6235
2011/11/19,3765
2011/11/20,2544
2011/11/21,5980
2011/11/22,5858
2011/11/23,4993
2011/11/24,2293
2011/11/25,3523
2011/11/26,2642
2011/11/27,2333
2011/11/28,4954
2011/11/29,4684
2011/11/30,5909
2011/12/01,6156
2011/12/02,5432
2011/12/03,3634
2011/12/04,2513
2011/12/05,5332
2011/12/06,5199
2011/12/07,5343
2011/12/08,6659
2011/12/09,5518
2011/12/10,3507
2011/12/11,3534
2011/12/12,6308
2011/12/13,5970
2011/12/14,5214
2011/12/15,5116
2011/12/16,4790
2011/12/17,3292
2011/12/18,3738
2011/12/19,6109
2011/12/20,5178
2011/12/21,4474
2011/12/22,4324
2011/12/23,3693
2011/12/24,2519
2011/12/25,1691
2011/12/26,2984
2011/12/27,4995
2011/12/28,5636
2011/12/29,6179
2011/12/30,3868
2011/12/31,2069
2012/01/01,1798
2012/01/02,3319
2012/01/03,7107
2012/01/04,9133
2012/01/05,6469
2012/01/06,5243
2012/01/07,2595
2012/01/08,2459
2012/01/09,5703
2012/01/10,5274
2012/01/11,4917
2012/01/12,4932
2012/01/13,5284
2012/01/14,3919
2012/01/15,3918
2012/01/16,5388
2012/01/17,5692
2012/01/18,5799
2012/01/19,6160
2012/01/20,5287
2012/01/21,3742
2012/01/22,3526
2012/01/23,5488
2012/01/24,5049
2012/01/25,4949
2012/01/26,4932
2012/01/27,4564
2012/01/28,2921
2012/01/29,2671
2012/01/30,5245
2012/01/31,5100
2012/02/01,4920
2012/02/02,5354
2012/02/03,4824
2012/02/04,2806
2012/02/05,2383
2012/02/06,4837
2012/02/07,5043
2012/02/08,5389
2012/02/09,4808
2012/02/10,4383
2012/02/11,2820
2012/02/12,3184
2012/02/13,5551
2012/02/14,4508
2012/02/15,4761
2012/02/16,4547
2012/02/17,4253
2012/02/18,2331
2012/02/19,2244
2012/02/20,3045
2012/02/21,4954
2012/02/22,4466
2012/02/23,4389
2012/02/24,4297
2012/02/25,2922
2012/02/26,2698
2012/02/27,4631
2012/02/28,4623
2012/02/29,4631
2012/03/01,4684
2012/03/02,4203
2012/03/03,2381
2012/03/04,2414
2012/03/05,5372
2012/03/06,5268
2012/03/07,4760
2012/03/08,4559
2012/03/09,4372
2012/03/10,2741
2012/03/11,2216
2012/03/12,4547
2012/03/13,4758
2012/03/14,4981
2012/03/15,4714
2012/03/16,4175
2012/03/17,2511
2012/03/18,2296
2012/03/19,4554
2012/03/20,4683
2012/03/21,4965
2012/03/22,4515
2012/03/23,4236
2012/03/24,2348
2012/03/25,2414
2012/03/26,5473
2012/03/27,5396
2012/03/28,4503
2012/03/29,4756
2012/03/30,4065
2012/03/31,2810
2012/04/01,2368
2012/04/02,4630
2012/04/03,4613
2012/04/04,4234
2012/04/05,4214
2012/04/06,3493
2012/04/07,2296
2012/04/08,1747
2012/04/09,4654
2012/04/10,4343
2012/04/11,4297
2012/04/12,4126
2012/04/13,3793
2012/04/14,2257
2012/04/15,2119
2012/04/16,5100
2012/04/17,4549
2012/04/18,4586
2012/04/19,4454
2012/04/20,4019
2012/04/21,2339
2012/04/22,2190
2012/04/23,5250
2012/04/24,5229
2012/04/25,4841
2012/04/26,4646
2012/04/27,4455
2012/04/28,2830
2012/04/29,1812
2012/04/30,4617
2012/05/01,4732
2012/05/02,4428
2012/05/03,4378
2012/05/04,4327
2012/05/05,2000
2012/05/06,2010
2012/05/07,4661
2012/05/08,4504
2012/05/09,4745
2012/05/10,4431
2012/05/11,4138
2012/05/12,2316
2012/05/13,1892
2012/05/14,4735
2012/05/15,4318
2012/05/16,4961
2012/05/17,4506
2012/05/18,4408
2012/05/19,2508
2012/05/20,2198
2012/05/21,5102
2012/05/22,5087
2012/05/23,5128
2012/05/24,4644
2012/05/25,4314
2012/05/26,2321
2012/05/27,1997
2012/05/28,2667
2012/05/29,5843
2012/05/30,5541
2012/05/31,5219
2012/06/01,4673
2012/06/02,2596
2012/06/03,2127
2012/06/04,4819
2012/06/05,4833
2012/06/06,4749
2012/06/07,4426
2012/06/08,4464
2012/06/09,2704
2012/06/10,2182
2012/06/11,5114
2012/06/12,4534
2012/06/13,5424
2012/06/14,4930
2012/06/15,4487
2012/06/16,2566
